Måling,Dato,Ap,Høyre,Frp,SV,Sp,KrF,Venstre,MDG,Rødt,Andre,Year,Month
Sentio/DN,2013-09-20,31.5,27.6,14.3,4.6,5.3,5.4,5.8,2.8,1.2,1.6,2013,9
Respons/Aftenp. / BT,2013-09-08,28.3,28.2,14.1,4.8,5.9,5.3,6.7,3.9,1.6,1.2,2013,9
Norfakta/Nat. / KK,2013-09-07,27.3,27.4,21.9,4.3,5.6,4.2,4.8,1.7,1.3,1.5,2013,9
Ipsos/Dagbladet,2013-09-07,29.4,25.9,16.4,5.8,4.9,5.1,4.5,4.1,2.3,1.7,2013,9
InFact/VG,2013-09-07,28.6,27.3,14.2,5.3,5.6,5.8,6.2,3.6,1.6,1.8,2013,9
Verian/TV2,2013-09-07,30.4,24.5,16.5,5.3,5.0,6.1,6.2,3.0,1.4,1.6,2013,9
Verian/TV2,2013-09-06,30.0,26.1,15.9,5.3,4.9,6.6,6.2,2.4,1.2,1.5,2013,9
Norstat/NRK,2013-09-06,28.3,25.1,17.9,5.0,5.6,6.5,5.4,3.1,1.6,1.5,2013,9
InFact/VG,2013-09-06,30.5,26.9,13.8,4.6,5.2,5.9,6.2,3.1,1.8,1.9,2013,9
Respons/Aftenp / BT / Adressa,2013-09-06,28.2,31.3,13.9,5.9,4.9,6.3,4.6,3.2,1.2,0.5,2013,9
Verian/TV2,2013-09-05,29.8,25.9,16.6,5.3,5.3,6.4,5.7,2.7,1.2,1.2,2013,9
InFact/VG,2013-09-05,29.2,27.6,13.1,4.9,5.5,6.9,5.5,3.7,1.7,1.9,2013,9
Sentio/DN,2013-09-05,30.4,29.3,14.5,4.6,4.4,5.0,6.1,3.0,1.3,1.3,2013,9
Opinion/ANB,2013-09-05,29.2,27.1,18.7,3.6,4.3,6.0,5.0,3.5,1.4,1.1,2013,9
Verian/TV2,2013-09-04,28.4,26.9,17.0,5.7,5.0,6.8,4.9,2.8,1.3,1.2,2013,9
InFact/VG,2013-09-04,28.2,27.5,14.5,4.9,5.6,7.1,5.0,3.5,1.8,1.8,2013,9
InFact/VG,2013-09-03,28.2,28.2,14.4,4.8,5.3,6.2,5.7,3.8,1.5,1.7,2013,9
Verian/TV2,2013-09-03,29.6,26.7,17.1,5.6,4.5,6.8,4.4,2.8,1.4,1.2,2013,9
Verian/TV2,2013-09-02,30.7,27.0,16.6,4.8,4.1,6.6,4.9,2.5,1.2,1.6,2013,9
InFact/VG,2013-09-02,28.9,27.9,14.8,4.1,5.4,5.8,7.1,3.9,0.8,1.2,2013,9
Verian/TV2,2013-09-01,32.2,25.5,16.6,4.8,4.9,5.7,5.3,2.5,1.0,1.6,2013,9
InFact/VG,2013-09-01,30.0,25.6,16.5,4.5,5.5,5.7,6.6,2.9,1.3,1.5,2013,9
Ipsos/Dagbladet,2013-10-27,32.0,28.6,14.9,4.2,4.4,5.4,5.5,2.3,1.7,0.8,2013,10
Sentio/DN,2013-10-26,29.7,30.6,13.7,3.6,5.0,5.6,5.7,2.8,0.9,2.3,2013,10
InFact/VG,2013-10-26,33.7,26.2,14.2,4.5,4.6,5.5,5.0,3.4,1.4,1.4,2013,10
Opinion/ANB,2013-10-18,31.7,27.1,13.8,4.1,4.9,6.5,5.7,4.1,1.5,0.8,2013,10
Respons/Aftenp.,2013-10-18,31.7,28.1,14.8,4.0,5.1,5.8,5.8,2.9,1.0,1.0,2013,10
Norstat/NRK,2013-10-09,30.5,25.7,17.0,4.2,4.7,4.7,6.4,4.3,1.3,1.1,2013,10
Verian/TV2,2013-10-07,33.4,27.3,13.3,4.4,4.1,5.6,6.1,2.9,1.3,1.5,2013,10
Norfakta/Nat. / KK,2013-10-05,32.7,28.4,15.0,3.7,4.8,5.1,4.9,2.7,1.3,1.4,2013,10
Norstat/VL,2013-11-29,31.7,28.0,15.2,3.4,5.3,5.3,5.7,3.2,1.3,1.0,2013,11
Ipsos/Dagbladet,2013-11-25,30.8,30.1,13.5,4.4,4.8,5.2,6.0,3.1,0.9,1.0,2013,11
Sentio/DN,2013-11-23,34.5,27.0,14.3,3.5,4.3,6.2,4.8,3.0,1.3,1.1,2013,11
Respons/Aftenp.,2013-11-15,35.1,26.2,15.1,3.8,5.3,4.6,4.5,2.8,1.1,1.5,2013,11
Opinion/ANB,2013-11-14,31.6,27.9,14.3,3.2,5.6,6.0,6.1,3.3,1.5,0.6,2013,11
Norfakta/Nat. / KK,2013-11-11,30.8,29.5,15.3,4.5,4.8,5.1,4.8,2.8,1.1,1.3,2013,11
Norstat/NRK,2013-11-07,31.4,27.1,15.3,4.3,5.3,5.0,5.0,3.8,0.9,1.9,2013,11
Verian/TV2,2013-11-04,31.0,28.1,12.4,5.3,4.9,6.2,5.8,3.8,1.4,1.2,2013,11
Norstat/VL,2013-11-01,32.9,26.9,15.1,4.0,4.9,4.9,5.5,3.9,1.1,0.7,2013,11
Norstat/VL,2013-12-28,34.9,27.0,14.7,3.4,4.3,5.7,4.5,3.2,1.1,1.4,2013,12
InFact/VG,2013-12-26,35.3,25.8,14.3,4.0,4.8,5.1,4.6,3.4,1.4,1.3,2013,12
Sentio/DN,2013-12-23,34.0,27.2,13.9,3.9,4.9,4.4,5.6,3.0,1.1,1.3,2013,12
Ipsos/Dagbladet,2013-12-21,32.1,29.9,13.2,4.6,5.0,4.6,5.1,2.7,1.6,1.3,2013,12
Respons/Aftenp.,2013-12-14,33.2,28.7,14.5,3.6,4.6,5.2,5.4,2.3,1.5,1.0,2013,12
Opinion/ANB,2013-12-12,32.7,27.9,14.8,3.5,4.9,5.8,5.4,3.1,0.8,1.1,2013,12
Norstat/NRK,2013-12-09,32.8,28.2,14.1,3.7,4.8,5.4,5.2,3.3,1.0,1.5,2013,12
Norfakta/Nat. / KK,2013-12-09,32.7,28.7,14.6,4.0,4.5,5.3,4.7,2.4,1.3,1.8,2013,12
InFact/VG,2013-12-03,33.4,26.4,14.9,4.1,4.7,6.1,4.7,3.1,1.2,1.4,2013,12
Verian/TV2,2013-12-02,31.5,27.8,12.9,4.5,5.0,6.4,6.9,2.6,1.3,1.2,2013,12
InFact/VG,2014-01-31,32.4,28.3,14.1,4.0,4.6,5.3,5.2,3.3,1.6,1.3,2014,1
Sentio/DN,2014-01-31,35.3,28.4,15.5,3.1,4.3,4.7,3.8,3.0,0.9,1.0,2014,1
Ipsos/Dagbladet,2014-01-26,34.6,28.0,14.2,3.5,4.9,5.2,4.5,2.4,1.8,0.9,2014,1
Opinion/ANB,2014-01-23,33.8,28.8,13.4,4.0,4.5,4.8,5.5,3.9,0.9,0.4,2014,1
Norstat/NRK,2014-01-17,32.7,30.5,11.7,4.2,4.3,6.3,5.2,3.1,1.2,1.3,2014,1
Respons/Aftenp. / BT,2014-01-17,33.7,31.0,12.6,3.7,4.3,5.2,4.6,2.7,1.2,1.0,2014,1
Verian/TV2,2014-01-13,32.4,28.6,12.6,4.8,5.1,5.5,4.2,3.2,1.3,2.3,2014,1
Norfakta/Nat. / KK,2014-01-11,32.9,29.4,14.7,4.1,3.9,5.5,4.9,3.3,0.4,1.0,2014,1
Sentio/DN,2014-02-28,33.7,29.9,12.8,4.0,5.1,5.1,4.3,2.2,1.0,1.8,2014,2
Opinion/ANB,2014-02-20,34.8,27.2,15.0,3.2,4.3,4.9,5.1,2.9,1.3,1.2,2014,2
Norstat/NRK,2014-02-19,33.1,28.8,13.0,3.9,4.9,5.9,4.3,3.8,1.4,0.9,2014,2
Respons/Aftenp / Adressa,2014-02-14,34.7,27.0,14.3,4.8,4.6,5.0,5.1,2.5,0.9,1.1,2014,2
Norfakta/Nat. / KK,2014-02-10,34.3,28.8,14.5,3.1,4.0,5.2,4.6,3.1,1.2,1.2,2014,2
Norstat/VL,2014-02-06,32.1,30.3,11.7,3.9,5.9,5.1,5.1,4.0,1.4,0.5,2014,2
Verian/TV2,2014-02-03,34.1,29.2,11.9,4.2,5.2,5.6,4.9,2.8,1.1,0.9,2014,2
Ipsos/Dagbladet,2014-03-30,33.7,27.6,12.8,5.0,4.9,4.6,5.5,3.1,1.6,1.3,2014,3
Sentio/DN,2014-03-28,35.3,26.2,15.1,3.9,5.1,5.1,4.3,2.6,1.0,1.4,2014,3
Opinion/ANB,2014-03-20,35.7,26.6,14.9,3.9,4.7,4.7,5.0,2.5,1.1,1.0,2014,3
Respons/Aftenp.,2014-03-15,34.7,27.7,13.9,3.6,4.4,5.1,6.1,2.8,1.4,0.3,2014,3
Norstat/NRK,2014-03-13,35.2,26.4,14.6,2.8,4.7,5.0,4.7,3.6,1.4,1.7,2014,3
Norfakta/Nat. / KK,2014-03-10,33.4,26.6,15.5,3.5,5.2,5.9,4.6,3.4,1.3,0.6,2014,3
Norstat/VL,2014-03-06,34.3,27.0,13.9,3.7,5.0,4.6,4.2,3.9,2.1,1.2,2014,3
InFact/VG,2014-03-04,33.6,26.8,15.5,3.6,4.9,4.8,5.0,3.3,0.9,1.6,2014,3
Verian/TV2,2014-03-03,35.2,27.6,11.6,4.3,4.9,4.7,6.2,3.2,1.5,0.8,2014,3
Ipsos/Dagbladet,2014-03-02,34.4,26.5,15.0,3.3,4.7,5.3,5.2,3.0,2.0,0.6,2014,3
InFact/VG,2014-04-30,34.2,25.3,15.8,4.0,4.6,5.0,4.7,3.7,1.4,1.3,2014,4
Ipsos/Dagbladet,2014-04-28,32.8,27.9,13.2,4.8,4.6,5.6,6.3,0.0,2.1,2.9,2014,4
Opinion/ANB,2014-04-23,34.5,27.5,13.8,3.1,4.7,5.2,5.3,4.0,1.0,0.8,2014,4
Respons/Aftenp.,2014-04-11,34.0,29.8,13.6,2.9,4.3,5.4,5.3,2.4,1.4,0.9,2014,4
Norstat/NRK,2014-04-11,35.4,25.9,15.7,3.4,3.9,5.1,5.0,3.7,1.4,0.5,2014,4
Norfakta/Nat. / KK,2014-04-05,34.5,27.8,13.9,3.7,4.9,4.9,4.7,3.5,0.9,1.2,2014,4
Norstat/VL,2014-04-03,35.7,27.0,13.9,3.4,4.5,5.8,4.7,3.1,1.2,1.6,2014,4
InFact/VG,2014-04-03,33.5,26.8,14.9,3.6,4.9,5.4,5.3,2.9,1.2,2.1,2014,4
Verian/TV2,2014-04-02,33.0,29.5,11.3,4.5,4.5,5.9,6.1,3.5,1.1,0.6,2014,4
InFact/VG,2014-05-31,33.7,26.0,14.3,4.5,5.0,5.7,4.7,3.8,1.2,1.3,2014,5
Sentio/DN,2014-05-31,34.9,26.2,13.1,3.3,5.3,5.4,5.9,2.3,1.5,2.1,2014,5
Ipsos/Dagbladet,2014-05-24,36.0,25.6,14.5,3.7,5.1,4.9,4.6,2.8,2.0,0.9,2014,5
Opinion/ANB,2014-05-22,32.7,26.9,15.1,3.9,4.8,5.7,5.4,3.3,1.9,0.4,2014,5
Norstat/NRK,2014-05-16,35.9,26.5,14.3,3.8,4.6,4.8,4.7,4.1,0.9,0.4,2014,5
Norfakta/Nat. / KK,2014-05-10,33.9,28.1,13.3,4.0,4.9,4.9,5.4,3.2,0.7,1.6,2014,5
Respons/Aftenp. / BT,2014-05-09,33.2,26.8,12.8,4.3,5.7,5.7,4.8,3.5,1.3,1.6,2014,5
Norstat/VL,2014-05-08,34.4,26.2,13.7,4.4,5.7,5.4,5.0,3.1,1.3,0.1,2014,5
Verian/TV2,2014-05-05,32.2,27.8,12.5,4.5,4.9,4.8,5.3,4.2,1.7,2.1,2014,5
Sentio/DN,2014-05-02,31.7,28.9,13.2,3.7,5.1,5.4,5.9,3.7,0.7,1.7,2014,5
Sentio/DN,2014-06-26,34.5,25.4,15.5,3.1,4.8,5.4,4.0,3.5,1.3,2.5,2014,6
Ipsos/Dagbladet,2014-06-21,35.5,28.5,12.1,3.1,5.5,4.2,4.7,4.1,1.4,0.9,2014,6
Opinion/ANB,2014-06-19,36.1,25.3,14.2,3.4,5.3,5.5,4.8,3.6,1.4,0.4,2014,6
Norstat/NRK,2014-06-12,35.4,26.1,14.5,3.7,4.9,5.8,3.8,4.3,0.9,0.6,2014,6
Respons/Aftenp. / BT,2014-06-07,33.6,26.5,14.4,4.3,5.1,5.4,4.7,3.3,1.1,1.6,2014,6
Norstat/VL,2014-06-07,35.8,26.9,14.1,2.5,4.4,5.0,4.7,4.0,1.0,1.4,2014,6
Norfakta/Nat. / KK,2014-06-07,34.5,25.7,13.5,3.0,6.1,5.7,5.5,3.1,1.3,1.6,2014,6
Verian/TV2,2014-06-02,34.4,26.1,11.7,4.5,6.1,4.6,6.5,3.1,1.7,1.3,2014,6
Norfakta/Nat. / KK,2014-07-07,36.8,26.3,12.8,2.7,5.1,5.1,5.2,3.7,1.1,1.2,2014,7
Norstat/VL,2014-07-03,34.4,26.6,14.1,2.9,5.9,4.2,5.5,3.8,1.5,1.1,2014,7
Verian/TV2,2014-07-01,37.6,27.6,10.0,3.4,5.0,4.6,5.2,3.3,2.0,1.4,2014,7
InFact/MDG,2014-08-31,33.8,26.3,15.1,4.2,4.8,5.1,4.2,3.7,1.2,1.6,2014,8
Sentio/DN,2014-08-29,33.6,28.5,13.8,3.5,6.3,4.2,4.5,3.4,0.7,1.3,2014,8
Ipsos/Dagbladet,2014-08-23,32.8,30.9,11.0,3.8,4.5,4.5,5.4,4.2,1.4,1.5,2014,8
Respons/Aftenp / BT / Adressa,2014-08-22,34.8,25.4,14.7,4.6,5.0,5.5,4.5,3.3,1.1,1.1,2014,8
Opinion/ANB,2014-08-21,36.6,27.1,13.4,2.5,5.1,4.7,4.7,4.2,0.8,1.8,2014,8
Norstat/NRK,2014-08-14,34.3,25.5,15.3,4.4,4.9,5.5,4.5,3.1,1.2,0.4,2014,8
Verian/TV2,2014-08-12,33.7,26.6,12.6,4.0,4.9,6.2,5.0,4.1,1.8,0.8,2014,8
Norfakta/Nat. / KK,2014-08-11,36.0,24.6,15.0,3.9,5.7,4.9,4.5,3.5,1.2,0.7,2014,8
Sentio/DN,2014-09-27,34.1,25.8,13.7,4.2,5.6,5.5,4.5,3.8,1.5,1.3,2014,9
Ipsos/Dagbladet,2014-09-27,34.0,28.5,13.0,4.0,4.7,4.9,4.4,2.6,1.6,1.8,2014,9
Respons/Aftenp. / BT,2014-09-19,34.2,26.4,15.8,3.6,5.4,5.0,4.4,3.2,1.2,0.8,2014,9
Opinion/ANB,2014-09-17,34.8,27.5,14.3,3.4,3.8,5.0,5.0,4.1,1.4,0.8,2014,9
Norstat/NRK,2014-09-09,37.6,25.8,13.3,3.2,4.6,5.9,4.7,3.3,0.8,0.8,2014,9
Norfakta/Nat. / KK,2014-09-06,36.2,25.2,15.3,3.6,5.3,4.8,4.4,3.2,1.0,1.0,2014,9
Norstat/VL,2014-09-03,35.3,27.0,15.1,2.4,4.9,4.8,4.8,3.9,1.2,0.5,2014,9
Verian/TV2,2014-09-01,34.1,26.7,12.3,4.3,5.3,4.9,6.0,4.1,1.1,1.1,2014,9
InFact/VG,2014-10-31,39.2,21.4,14.1,4.5,4.7,5.0,4.8,3.3,1.6,1.5,2014,10
Norstat/VL,2014-10-30,37.6,24.7,13.2,3.7,5.2,4.9,4.7,3.9,1.3,0.9,2014,10
Ipsos/Dagbladet,2014-10-27,37.4,25.9,12.2,3.3,5.6,4.5,5.4,3.8,1.4,0.6,2014,10
Sentio/DN,2014-10-25,39.8,25.5,12.2,3.1,5.1,4.5,3.6,3.3,0.9,2.1,2014,10
Respons/Aftenp.,2014-10-16,38.4,24.6,12.8,3.4,5.0,5.0,4.4,3.7,1.3,1.4,2014,10
Opinion/ANB,2014-10-16,39.0,25.9,13.8,2.7,4.6,4.4,4.5,3.0,0.6,1.4,2014,10
Norfakta/Nat. / KK,2014-10-13,35.1,25.7,13.3,3.2,6.5,5.6,4.4,3.5,1.7,1.0,2014,10
Norstat/NRK,2014-10-08,34.0,27.2,14.3,3.9,5.3,4.9,4.6,4.0,1.1,0.8,2014,10
Verian/TV2,2014-10-06,36.5,25.3,13.8,4.7,4.2,3.7,5.2,4.5,1.6,0.6,2014,10
Norstat/VL,2014-10-02,36.3,26.0,14.9,3.2,5.3,4.5,3.9,3.4,1.5,0.9,2014,10
Norstat/VL,2014-11-28,41.0,22.2,11.3,4.0,5.4,6.3,3.7,4.1,1.0,1.1,2014,11
InFact/VG,2014-11-28,40.6,19.5,12.9,3.9,5.5,6.4,4.7,3.8,1.4,1.3,2014,11
Sentio/DN,2014-11-21,41.2,23.3,10.7,3.5,6.1,4.6,3.8,3.9,2.2,0.9,2014,11
Ipsos/Dagbladet,2014-11-21,41.4,23.0,13.0,3.8,5.1,4.9,4.4,2.9,0.7,0.9,2014,11
Opinion/ANB,2014-11-13,42.2,22.0,11.4,3.8,5.2,5.9,3.9,3.5,1.3,0.9,2014,11
Respons/Aftenp. / BT,2014-11-13,36.2,23.1,11.9,3.5,5.4,7.2,7.0,3.6,1.3,0.8,2014,11
Norfakta/Nat. / KK,2014-11-08,38.3,23.4,11.3,4.1,4.8,6.6,6.0,2.9,1.4,1.2,2014,11
Norstat/NRK,2014-11-04,40.9,23.8,11.3,3.8,4.9,5.7,4.3,3.5,1.2,0.5,2014,11
Verian/TV2,2014-11-03,39.8,23.4,9.5,4.4,5.4,5.4,4.9,3.6,2.0,1.4,2014,11
Norstat/VL,2014-12-29,41.6,22.0,12.4,3.0,4.1,5.6,4.6,4.8,1.3,0.4,2014,12
Sentio/DN,2014-12-20,42.3,21.2,11.4,4.3,5.7,5.2,5.3,2.6,1.3,0.6,2014,12
Ipsos/Dagbladet,2014-12-20,39.8,23.4,12.0,3.9,5.4,5.9,4.8,3.0,0.9,0.9,2014,12
Respons/Aftenp. / BT,2014-12-11,42.0,22.0,10.1,3.5,6.0,6.1,5.1,3.4,1.6,0.2,2014,12
Opinion/ANB,2014-12-10,41.8,22.3,10.2,3.5,5.6,5.6,5.0,4.2,1.1,0.6,2014,12
Norfakta/Nat. / KK,2014-12-06,40.5,23.6,11.6,3.8,5.4,5.4,4.9,2.1,0.9,1.8,2014,12
Norstat/NRK,2014-12-04,42.8,21.5,12.6,3.3,5.4,5.0,3.3,3.7,1.0,1.2,2014,12
Verian/TV2,2014-12-01,40.7,23.9,10.0,4.7,4.1,4.1,4.8,4.4,2.1,1.2,2014,12
Sentio/DN,2015-01-30,42.7,23.4,10.2,3.3,4.8,5.2,4.6,2.7,1.0,2.5,2015,1
Ipsos/Dagbladet,2015-01-23,42.4,22.7,11.2,3.9,5.0,5.6,4.2,3.2,1.5,0.9,2015,1
Opinion/ANB,2015-01-21,40.6,22.9,11.9,3.5,5.3,5.6,4.7,3.5,1.4,0.7,2015,1
Respons/Aftenp.,2015-01-19,41.2,22.7,11.3,4.6,4.6,5.3,4.8,3.7,1.2,0.6,2015,1
Norstat/NRK,2015-01-14,40.4,23.3,12.3,3.3,5.0,5.4,4.4,3.9,1.0,1.2,2015,1
Verian/TV2,2015-01-12,42.8,20.9,10.5,3.2,7.0,4.7,5.7,3.2,1.2,0.8,2015,1
Norfakta/Nat. / KK,2015-01-10,40.1,22.6,11.9,4.4,6.1,5.2,3.8,3.3,1.4,1.2,2015,1
InFact/VG,2015-02-28,41.8,20.8,11.7,3.8,4.8,6.0,4.4,4.2,1.4,1.2,2015,2
Sentio/DN,2015-02-25,43.4,21.4,9.2,4.3,5.8,5.4,4.6,3.6,1.0,1.5,2015,2
Opinion/ANB,2015-02-19,42.8,21.4,10.0,4.0,6.4,4.9,4.5,3.1,2.4,0.6,2015,2
Respons/Aftenp,2015-02-16,41.1,21.7,9.9,4.1,5.9,5.8,5.2,3.3,1.8,1.1,2015,2
Norstat/NRK,2015-02-11,39.7,21.8,13.5,3.6,6.5,4.7,4.1,3.9,1.3,0.8,2015,2
Norfakta/Nat. / KK,2015-02-07,41.3,21.9,12.4,3.8,5.1,4.5,4.9,2.9,1.2,2.1,2015,2
Norstat/VL,2015-02-05,42.4,20.9,12.1,3.6,5.1,5.1,5.0,4.6,0.7,0.4,2015,2
Verian/TV2,2015-02-02,42.3,20.3,10.6,4.1,6.0,5.8,4.9,3.5,1.5,1.0,2015,2
Ipsos/Dagbladet,2015-03-30,41.1,23.5,9.9,3.7,7.3,4.6,4.1,3.0,2.2,0.6,2015,3
Sentio/DN,2015-03-26,42.5,23.6,9.1,3.3,6.3,6.6,3.7,3.1,1.2,0.7,2015,3
Opinion/ANB,2015-03-18,43.4,23.5,9.8,2.6,4.1,5.9,3.4,4.4,1.6,1.2,2015,3
Norstat/NRK,2015-03-12,40.5,21.9,12.2,3.8,6.6,4.5,4.2,3.6,0.9,1.9,2015,3
Respons/Aftenp.,2015-03-12,42.1,21.3,9.5,3.0,6.1,6.3,6.3,2.7,1.1,1.5,2015,3
Norfakta/Nat. / KK,2015-03-07,41.6,23.4,11.5,3.8,4.9,4.4,5.2,2.6,1.0,0.0,2015,3
Norstat/VL,2015-03-05,41.6,21.0,10.0,4.1,5.8,6.4,5.1,3.1,1.1,1.8,2015,3
Ipsos/Dagbladet,2015-03-02,41.3,21.5,11.3,3.7,5.5,5.6,4.2,3.7,2.7,0.4,2015,3
Verian/TV2,2015-03-02,38.8,25.0,10.7,4.8,5.8,5.0,4.3,3.0,2.0,0.7,2015,3
Ipsos/Dagbladet,2015-04-25,38.8,22.3,13.0,4.0,5.1,5.4,5.0,3.6,1.9,1.0,2015,4
Opinion/ANB,2015-04-22,40.4,21.8,11.3,3.1,6.1,7.1,4.6,4.4,0.5,0.6,2015,4
Respons/Aftenp / BT / Adressa,2015-04-16,37.3,25.2,10.9,3.1,5.8,5.2,5.0,4.4,1.4,0.7,2015,4
Norstat/NRK,2015-04-15,41.5,22.2,11.8,3.8,5.7,4.8,3.7,3.8,1.1,1.8,2015,4
Verian/TV2,2015-04-13,39.6,22.6,8.6,5.1,4.7,5.4,6.5,4.1,2.0,0.0,2015,4
Norfakta/Nat. / KK,2015-04-11,37.3,24.7,11.7,3.8,5.6,5.3,6.0,3.3,0.8,1.5,2015,4
Norstat/VL,2015-04-01,41.7,22.3,10.0,2.6,5.9,6.5,3.8,4.3,1.8,1.2,2015,4
Ipsos/Dagbladet,2015-05-26,38.6,23.2,12.8,3.2,6.2,4.9,3.6,4.9,1.6,0.9,2015,5
Norstat/NRK,2015-05-26,37.5,22.0,12.1,3.8,6.4,5.8,3.9,5.5,1.4,2.6,2015,5
Opinion/ANB,2015-05-14,38.6,24.2,12.2,3.1,6.0,4.7,3.6,5.0,2.0,0.6,2015,5
Norfakta/Nat. / KK,2015-05-09,37.6,22.8,12.5,3.1,5.3,5.6,5.2,3.6,1.7,2.5,2015,5
Respons/Aftenp. / BT,2015-05-07,36.8,24.2,13.3,3.8,5.2,5.3,5.6,3.7,1.3,0.8,2015,5
Norstat/VL,2015-05-06,42.5,22.8,10.6,3.3,5.4,4.6,4.5,4.0,1.2,1.1,2015,5
Verian/TV2,2015-05-04,35.0,26.5,11.1,4.7,6.5,5.2,5.1,3.3,1.7,1.0,2015,5
Sentio/DN,2015-05-01,37.4,26.1,11.3,3.7,5.0,5.6,4.9,3.0,1.2,1.8,2015,5
Sentio/DN,2015-06-27,38.1,22.0,16.4,2.8,5.7,5.3,3.9,3.9,1.8,0.3,2015,6
Ipsos/Dagbladet,2015-06-22,36.8,21.4,14.3,4.0,5.9,5.6,4.0,4.5,2.2,1.4,2015,6
Opinion/ANB,2015-06-17,41.1,22.8,9.6,3.3,5.2,5.6,3.8,6.5,1.0,1.3,2015,6
Norstat/NRK,2015-06-12,41.0,22.0,12.1,3.5,5.1,5.2,4.5,4.3,1.1,1.3,2015,6
Respons/Aftenp. / BT,2015-06-11,35.9,24.7,12.9,3.6,5.7,5.3,5.3,4.8,1.2,0.6,2015,6
Norfakta/Nat. / KK,2015-06-06,39.5,22.2,10.9,3.4,6.5,5.4,4.7,4.0,1.4,0.0,2015,6
Verian/TV2,2015-06-05,37.9,23.5,11.7,4.2,5.7,5.1,5.3,4.1,1.4,1.1,2015,6
Norstat/VL,2015-06-04,40.0,21.6,11.7,2.1,5.7,5.6,4.7,4.0,1.6,3.0,2015,6
Sentio/DN,2015-06-02,40.3,22.1,11.3,4.3,5.5,5.3,4.0,3.9,1.5,1.8,2015,6
Norfakta/Nat. / KK,2015-07-11,38.1,21.8,13.3,3.9,4.3,5.7,4.5,3.9,2.5,2.0,2015,7
Verian/TV2,2015-07-10,38.8,22.8,11.0,4.1,4.6,4.6,5.7,5.0,1.5,1.7,2015,7
Norstat/VL,2015-07-02,35.8,23.4,14.2,4.9,6.4,5.1,3.5,3.9,1.0,1.6,2015,7
Respons/Aftenp. / BT,2015-08-28,33.1,23.8,12.8,3.9,6.2,5.0,5.2,5.0,2.2,2.8,2015,8
Sentio/DN,2015-08-27,34.2,20.6,14.3,4.6,6.3,6.1,3.8,6.0,1.6,2.3,2015,8
Verian/TV2,2015-08-27,36.3,24.9,11.6,4.8,5.9,3.1,5.4,5.0,1.6,1.4,2015,8
Ipsos/Dagbladet,2015-08-23,38.3,24.0,13.0,4.8,4.2,4.6,5.2,4.0,1.4,0.5,2015,8
Opinion/ANB,2015-08-19,37.6,21.7,12.8,3.5,6.2,5.2,4.8,4.7,1.4,2.2,2015,8
Norstat/NRK,2015-08-12,37.4,24.7,12.4,3.6,6.1,4.7,3.6,4.4,1.8,1.4,2015,8
Verian/TV2,2015-08-10,37.4,24.4,11.7,3.4,5.5,5.0,4.6,4.9,1.8,1.4,2015,8
Norfakta/Nat. / KK,2015-08-08,36.4,26.2,12.7,3.2,5.6,5.4,3.4,3.9,1.4,1.8,2015,8
Norstat/NRK,2015-09-29,34.6,23.5,11.3,3.9,7.2,6.2,5.5,4.5,1.8,1.6,2015,9
Ipsos/Dagbladet,2015-09-28,37.9,23.2,11.3,3.8,6.6,5.7,4.9,3.5,2.4,0.6,2015,9
Sentio/DN,2015-09-26,36.7,21.6,12.5,4.0,5.5,5.6,5.0,5.9,1.4,1.9,2015,9
Respons/Aftenp. / BT,2015-09-22,34.6,23.3,13.3,4.7,6.5,5.2,5.7,4.1,1.5,1.1,2015,9
Norfakta/Nat. / KK,2015-09-05,35.6,25.6,12.6,3.1,5.6,5.9,4.1,5.4,1.2,0.0,2015,9
Norstat/VL,2015-09-03,34.4,22.5,12.4,5.2,6.4,5.3,6.2,5.1,0.0,1.4,2015,9
Norstat/VL,2015-10-28,32.4,24.3,15.0,5.4,6.8,5.0,4.9,3.4,2.2,0.6,2015,10
Ipsos/Dagbladet,2015-10-23,35.5,23.3,10.2,5.9,7.7,5.4,4.8,3.0,3.2,1.0,2015,10
Sentio/DN,2015-10-23,37.6,22.5,12.3,3.3,7.2,5.0,5.6,4.5,1.1,1.0,2015,10
Respons/Aftenp,2015-10-16,34.5,24.3,13.2,4.3,6.3,5.3,4.9,4.0,2.1,1.1,2015,10
Norstat/NRK,2015-10-14,40.2,20.3,12.8,3.4,5.8,5.6,5.2,4.2,1.2,1.3,2015,10
Norfakta/Nat. / KK,2015-10-10,38.1,23.3,11.9,4.1,5.5,5.2,6.0,4.9,0.9,0.0,2015,10
Opinion/ANB,2015-10-08,36.2,22.7,11.0,3.0,6.4,6.9,5.6,4.8,1.8,1.5,2015,10
Verian/TV2,2015-10-05,37.9,23.5,9.5,5.0,5.8,5.9,5.1,4.0,2.1,1.6,2015,10
Norstat/VL,2015-10-01,34.8,22.0,12.4,3.5,8.0,5.6,5.0,5.1,1.7,2.0,2015,10
Norstat/VL,2015-11-26,35.8,20.4,18.1,4.0,6.5,4.6,3.5,3.2,2.4,1.6,2015,11
Sentio/DN,2015-11-21,34.9,20.3,18.2,3.0,7.0,5.2,3.6,4.7,1.6,1.4,2015,11
InFact/VG,2015-11-20,35.3,20.3,16.1,4.4,7.2,5.3,4.2,3.4,2.0,1.7,2015,11
Ipsos/Dagbladet,2015-11-19,36.1,20.0,17.5,3.8,6.2,4.4,4.5,4.3,2.7,0.0,2015,11
